Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,ANA,Faltas_ANA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
200dda1f-be15-40c7-8296-31459701208f,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,7,0,7,2,8,0,5,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
786b58e1-6be4-47af-b91e-58abee2046a5,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,8,0,10,0,10,0,8,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
bbc009bc-1a48-4212-b11d-bf92f218fbb0,F,No,ENFERMERIA GENERAL,MATUTINO,5,5,5,0,5,2,5,3,5,0,8,0,NA,0,AC,0,NA,0,AC,0,AC,0,,
85e499f9-66c8-4eaa-9271-6d4c622e51c0,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
f4d3151c-6961-4fc7-971d-396ffc8060fe,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,23,NP,12,,,,,,,,,,,,,,,,,,,,
6fda3298-8453-47d1-872f-5dcbbb97ad26,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,7,0,7,2,8,3,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
a8b889f2-b609-4d4a-a694-4e8b390b4c42,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,9,2,9,3,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c27d8a36-af8a-43e3-b340-a04c8bbbbbf9,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,
c1437b8b-bb2a-413f-89e5-6d76d2c02774,M,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,7,0,,,,,,,,,,,,,,
cb6f2929-f143-49d8-9e67-7d2932a2bd22,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,7,0,5,4,8,3,5,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
a0ff2550-d1e3-4973-a37f-b60bbb683526,F,Si,ENFERMERIA GENERAL,MATUTINO,6,4,,,,,,,,,,,,,,,,,,,,,,
f0dd110c-aa14-4447-8602-db016bebd5d6,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,0,8,0,5,4,5,0,8,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
45c89019-871f-47b5-a1ff-1ba7f9e6bc1e,F,Si,ENFERMERIA GENERAL,MATUTINO,7,2,,,,,,,,,,,,,,,,,,,,,,
2830ec00-f8c0-4343-ac11-49a604eaf02a,F,No,ENFERMERIA GENERAL,MATUTINO,10,1,7,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
6ebfffd9-875d-47a7-8a19-ffa93de8f837,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,9,0,10,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c028fa75-309d-43ad-bc7f-a19522f82f00,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,8,2,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
cc878886-ad6a-4f85-85ba-67f7b688bc14,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,8,2,,,,,,,,,,,,,,,,,,
9cb9e405-e9ee-4eb9-be17-4e7b8362d6d2,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,0,6,2,9,0,6,0,8,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
9d5ce2b7-c04c-4443-b69c-d8c13263f1a5,F,No,ENFERMERIA GENERAL,MATUTINO,6,6,5,0,7,2,7,2,5,2,10,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
177e02c4-5090-46b8-8e7d-eadf12cc97b1,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,3,7,3,6,0,10,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
96f667f5-a062-4a64-9866-b0ff0eec9803,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,8,0,9,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
85020432-b5fa-4d75-adda-008a0c374f98,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,9,0,6,0,8,0,7,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c6d437b7-074a-460f-9ad1-16b2ba4d00da,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,23,NP,12,,,5,7,,,,,,,,,,,,,,,,
22e5a19a-50ee-449b-9ee1-a64b0bec55cd,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,5,3,7,2,6,3,5,2,9,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
