Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,APL,Faltas_APL,APL0,Faltas_APL0,APL1,Faltas_APL1,APL2,Faltas_APL2,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
87a228ca-b798-4d85-8d32-026a6e054fca,F,No,ENFERMERIA GENERAL,MATUTINO,6,4,5,3,8,2,7,0,8,0,10,0,8,0,8,0,AC,0,AC,0,AC,0,,
a3c107d9-69b0-41e2-805e-ecd9167df154,M,No,ENFERMERIA GENERAL,MATUTINO,8,1,6,0,10,0,10,0,10,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
e5e62354-b161-4e72-a804-be84d43b3b27,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,7,2,9,0,7,0,7,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
126a8e76-38d5-4b5e-855a-f792e9012803,M,No,ENFERMERIA GENERAL,MATUTINO,7,1,5,1,5,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
259cc67e-b057-4b37-a05f-90de0aecb9be,F,No,ENFERMERIA GENERAL,MATUTINO,8,1,7,0,10,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
9654b6a4-d2c4-4336-9f98-7843fc4651af,M,No,ENFERMERIA GENERAL,MATUTINO,10,1,9,0,10,0,10,0,10,0,10,0,8,0,8,0,AC,0,AC,0,AC,0,,
86b129ee-b698-4473-b1f4-eeb8c42f2b93,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,6,6,8,0,5,0,8,0,10,0,10,0,10,0,AC,0,AC,0,NA,0,,
1e701f3c-5ec6-456f-aace-acfea51623a5,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,5,1,10,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
f8101d20-61ab-4c12-a07d-281ad22a5357,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
c891de42-52ef-451e-b44e-b4e5c734069a,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,6,0,6,0,9,0,9,0,10,0,8,0,8,0,AC,0,AC,0,AC,0,,
cb8e70b3-1d24-4eb5-8dfa-7c2bc88a06c1,F,No,ENFERMERIA GENERAL,MATUTINO,7,6,5,4,7,1,7,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
1528d204-28fc-46f3-a9a7-0592e19f1cea,F,No,ENFERMERIA GENERAL,MATUTINO,6,2,6,1,8,0,7,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
b69b2c4b-b47d-4cb6-8c6a-a2c052ed6df3,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,2,8,1,7,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
8be775c0-9080-4045-ac08-c431a3c895b6,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,6,2,10,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
98840431-b3b6-495a-a704-90c88e1b1c6b,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
da40d11c-7204-4066-a49a-b4855e010dec,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,8,0,10,0,10,0,10,0,10,0,8,0,8,0,AC,0,AC,0,AC,0,,
8ccd34e3-8a37-4134-820f-e2bc4d23f30b,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,6,0,9,0,9,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
1f35c96f-0973-47b9-b7f3-848b080c05a1,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,7,0,8,2,9,0,9,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
