Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,ANA,Faltas_ANA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
61c4c25b-894b-4aa5-9136-95f557ad702c,M,No,ENFERMERIA GENERAL,MATUTINO,6,3,7,6,8,2,10,0,7,6,6,3,AC,0,AC,0,AC,0,AC,0,NA,0,,
cebcc44c-3b7d-4fe6-8455-72c96fc65674,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,1,10,0,10,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d4502d2a-febe-4940-ac83-9585659b02cb,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,2,10,0,10,0,8,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d8d99b54-6ab4-46e9-93c7-9c5fa9d2e95c,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,
f3175b10-6d39-4b5d-a217-6a732ebec464,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,8,0,10,0,7,3,6,2,AC,0,AC,0,AC,0,AC,0,AC,0,,
41b09899-c2d2-4c4c-833b-465347e2fefd,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,10,0,10,0,7,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
6b40b94e-6ec0-4df5-9038-7fe3d9adcd3b,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,10,0,10,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
f322e563-fbb9-4481-84bf-df828fecf537,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,
cada6473-7fc1-4ba9-91e1-2d1a27fd854e,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,9,3,9,2,10,0,8,2,8,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
efcdbd2c-86ab-49d1-9cb4-b7c0ebed6eb3,M,No,ENFERMERIA GENERAL,MATUTINO,7,4,6,3,8,2,10,0,5,2,5,2,AC,0,NA,0,AC,0,NA,0,NA,0,,
b8812052-1fd7-4696-9bce-da3911f91f66,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,3,9,0,10,0,9,2,8,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
39bdb935-4d26-484a-95d4-66dd37d2a2a5,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,0,10,0,10,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3c64cd45-afe9-467b-8d11-4a4ee7927015,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,24,,,5,23,,,,,,,,,,,,,,,,,,
8ff2c935-902b-4070-bc10-29ee456cf781,M,No,ENFERMERIA GENERAL,MATUTINO,5,1,5,3,8,2,10,0,5,6,5,3,NA,0,AC,0,NA,0,NA,0,NA,0,,
03da4789-d518-47ea-bc42-a90b99c36b52,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,20,,,NP,24,,,,,,,,,,,,,,,,,,
a1d8b17b-911b-4b5c-b924-14efdd3a72d4,F,No,ENFERMERIA GENERAL,MATUTINO,6,1,8,0,9,0,10,0,8,2,7,2,AC,0,AC,0,AC,0,AC,0,AC,0,,
6df9e2f3-cbe1-462b-8311-0365e220f9ed,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,
a5243d59-58b5-4aab-89a9-3031d4b15d98,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,1,9,0,10,0,8,2,7,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
f2f045a9-14bd-4d38-9f71-5d0fa5124d69,F,No,ENFERMERIA GENERAL,MATUTINO,5,20,NP,13,5,22,5,10,NP,18,5,9,NA,0,NA,0,NA,0,NA,0,NA,0,,
bf6fea90-e41d-47d7-b924-b4472b875d09,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,10,0,9,0,10,0,8,8,8,3,AC,0,AC,0,AC,0,AC,0,AC,0,,
51d9fd3c-7e58-40e7-aad2-7e37efc74746,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,10,0,9,0,10,0,10,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e1e5904d-9eec-496b-a326-89bf527381c1,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,9,0,10,0,8,4,7,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
0890ab49-00e4-40f7-ba32-9c0782817b4c,F,Si,ENFERMERIA GENERAL,MATUTINO,,,9,0,,,,,,,,,,,,,,,,,,,,
95bff90a-76b9-4da5-99f9-988b43c19539,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,1,10,0,10,0,8,4,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ea66b6a2-2fbe-46c9-a4e2-6f7ce24e8b0c,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,8,4,8,0,10,0,9,4,7,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
