Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,EJE,Faltas_EJE,APL,Faltas_APL,REA,Faltas_REA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
b5835721-cdfd-4167-9812-eb87868e3739,M,Si,ENFERMERIA GENERAL,MATUTINO,5,3,5,9,5,20,,,7,6,8,2,,,,,,,,,,
e3205b02-510d-4b23-b92b-8fc36d9b228a,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,7,3,8,0,10,0,5,6,8,1,9,0,AC,0,AC,0,AC,0,,
2dfe706f-dcfa-41f3-af14-45fa48640875,M,No,ENFERMERIA GENERAL,MATUTINO,6,4,5,5,5,3,9,0,5,13,8,4,10,0,NA,0,NA,0,AC,0,,
35e54dae-a703-4101-b174-d032f9308198,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,5,8,5,3,9,0,5,11,8,3,10,0,AC,0,AC,0,AC,0,,
fff1f0a4-e061-444a-a8da-0093c6912dea,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,7,4,7,0,10,0,7,7,9,1,10,0,AC,0,AC,0,AC,0,,
e819bb71-54fc-4e9e-8a9d-56838c4a6e0c,F,Si,ENFERMERIA GENERAL,MATUTINO,5,4,,,,,,,,,,,,,,,,,,,,
385401ef-a5ef-4fb9-bfc7-5d41dbb1f61f,M,Si,ENFERMERIA GENERAL,MATUTINO,5,4,8,6,5,2,,,5,11,5,2,,,,,,,,,,
811e8717-9044-4049-a0ec-cc6c86782a31,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,1,10,0,10,0,8,1,9,0,10,0,AC,0,AC,0,AC,0,,
a9310e43-f2e6-4056-9cce-6fa6a1afa45b,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,1,10,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,,
c8ddc328-9fbe-4dc9-baab-9f4d3d3b6200,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,7,2,8,0,10,0,7,9,9,0,10,0,AC,0,AC,0,AC,0,,
63edf372-3a2f-489e-ab16-59347121cf97,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,5,6,5,3,9,0,5,8,8,3,10,0,AC,0,NA,0,AC,0,,
6e007b67-15d1-426e-b56a-f74994c2f041,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,7,3,8,3,9,0,6,10,8,0,10,0,AC,0,AC,0,AC,0,,
403a8d8f-fa4f-479b-8b03-4a88ddb12901,M,Si,ENFERMERIA GENERAL,MATUTINO,,,NP,14,6,2,,,,,,,,,,,,,,,,
d6eb8389-a6a5-48f6-a7bf-11047e63c2a2,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,8,2,10,3,9,0,7,6,8,0,10,0,AC,0,AC,0,AC,0,,
dc48eba1-7603-4210-9dab-b0a08fc8b768,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,9,4,9,3,9,0,8,8,9,0,10,0,AC,0,AC,0,AC,0,,
c79e97da-3368-42c3-9bcd-bff448099bce,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,9,2,10,3,10,0,8,9,9,0,10,0,AC,0,AC,0,AC,0,,
798c87e0-7f73-4c90-8cef-5c94095e52d7,F,No,ENFERMERIA GENERAL,MATUTINO,7,3,7,5,5,6,9,0,6,7,9,1,10,0,AC,0,AC,0,AC,0,,
c6871a52-28a8-4213-a275-5d1754a97c77,M,Si,ENFERMERIA GENERAL,MATUTINO,5,4,NP,15,NP,14,,,5,17,8,4,,,,,,,,,,
200dda1f-be15-40c7-8296-31459701208f,F,No,ENFERMERIA GENERAL,MATUTINO,9,3,6,1,5,0,8,0,5,5,8,0,10,0,AC,0,AC,0,AC,0,,
7b8d45e7-8be9-4270-8205-772a180b0dde,F,Si,ENFERMERIA GENERAL,MATUTINO,5,4,6,6,NP,20,,,5,12,8,4,,,,,,,,,,
786b58e1-6be4-47af-b91e-58abee2046a5,M,No,ENFERMERIA GENERAL,MATUTINO,9,2,9,1,8,3,10,0,5,13,8,4,10,0,NA,0,AC,0,AC,0,,
85e499f9-66c8-4eaa-9271-6d4c622e51c0,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,1,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
6fda3298-8453-47d1-872f-5dcbbb97ad26,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,5,5,5,4,9,0,5,12,8,0,10,0,AC,0,AC,0,AC,0,,
de91e6a6-0750-4568-b63e-1fe075f55ba3,M,No,ENFERMERIA GENERAL,MATUTINO,7,2,5,7,6,0,8,0,5,9,9,0,10,0,AC,0,AC,0,AC,0,,
e12ab791-5cfb-451c-bfbd-5596774a9549,F,Si,ENFERMERIA GENERAL,MATUTINO,7,2,NP,15,5,7,8,0,6,12,8,0,10,0,,,,,,,,
a8b889f2-b609-4d4a-a694-4e8b390b4c42,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,9,3,10,3,10,0,8,2,9,0,10,0,AC,0,AC,0,AC,0,,
a49833ce-15fa-43a2-adf4-2892345918d5,F,Si,ENFERMERIA GENERAL,MATUTINO,,,5,2,,,,,,,5,13,,,,,,,,,,
cb6f2929-f143-49d8-9e67-7d2932a2bd22,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,7,2,5,0,10,0,5,9,8,3,10,0,AC,0,AC,0,AC,0,,
33958b96-ec5d-4c80-ad31-9ffc24b4dca1,M,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,NP,25,5,13,,,,,,,,,,
2830ec00-f8c0-4343-ac11-49a604eaf02a,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,9,1,9,0,9,0,10,4,9,0,8,0,AC,0,AC,0,AC,0,,
0758c6c7-f28b-4b51-9e6c-6e09f9fe2787,M,Si,ENFERMERIA GENERAL,MATUTINO,,,8,4,5,0,,,,,8,0,,,,,,,,,,
6ebfffd9-875d-47a7-8a19-ffa93de8f837,M,No,ENFERMERIA GENERAL,MATUTINO,10,1,9,4,9,1,10,0,8,6,9,0,10,0,AC,0,AC,0,AC,0,,
c028fa75-309d-43ad-bc7f-a19522f82f00,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,8,0,9,0,8,6,9,0,10,0,AC,0,AC,0,AC,0,,
cc878886-ad6a-4f85-85ba-67f7b688bc14,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,NP,25,,,,,,,,,,,,
9cb9e405-e9ee-4eb9-be17-4e7b8362d6d2,M,No,ENFERMERIA GENERAL,MATUTINO,7,3,8,3,5,0,10,0,7,3,8,0,9,0,NA,0,AC,0,AC,0,,
33fcf9d5-f250-44e8-aae0-17b7c8783f3d,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,,,
9d5ce2b7-c04c-4443-b69c-d8c13263f1a5,F,No,ENFERMERIA GENERAL,MATUTINO,6,4,7,6,5,0,9,0,5,15,9,0,8,3,NA,0,NA,0,AC,0,,
88b60662-5ee8-44b5-853a-849bfbbe9941,F,Si,ENFERMERIA GENERAL,MATUTINO,6,1,8,0,7,0,,,,,,,,,,,,,,,,
177e02c4-5090-46b8-8e7d-eadf12cc97b1,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,5,6,5,0,10,0,5,14,8,0,10,0,AC,0,NA,0,AC,0,,
7ce13a5b-0c89-4c3a-a4c6-c5f59e521ccb,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,20,,,,,,,,,,,,,,,,,,,,
96f667f5-a062-4a64-9866-b0ff0eec9803,F,No,ENFERMERIA GENERAL,MATUTINO,6,3,8,0,9,0,9,0,8,2,8,0,10,0,AC,0,AC,0,AC,0,,
85020432-b5fa-4d75-adda-008a0c374f98,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,5,0,5,3,10,0,6,2,8,0,10,0,NA,0,NA,0,AC,0,,
22e5a19a-50ee-449b-9ee1-a64b0bec55cd,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,8,7,5,4,10,0,5,13,9,2,10,0,NA,0,NA,0,AC,0,,
5a459360-1a12-420d-a148-18b5593ba9eb,F,Si,ENFERMERIA GENERAL,MATUTINO,7,3,8,2,7,0,,,,,,,,,,,,,,,,
