Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,APL,Faltas_APL,APL0,Faltas_APL0,APL1,Faltas_APL1,APL2,Faltas_APL2,CAM,Faltas_CAM,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
3339cb2d-30c7-4a6e-bb82-1055ffe14b2b,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,2,8,0,10,0,10,0,10,1,10,0,10,0,,,AC,0,AC,0,AC,0,,
17f07351-9bb8-4f43-ad8d-cebbfb83a215,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,2,9,3,10,0,10,0,7,0,10,0,9,0,,,AC,0,AC,0,AC,0,,
ba10f299-bc84-434d-a192-8c2bc3ca79d4,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,4,9,0,10,0,10,1,10,2,10,0,10,0,,,AC,0,AC,0,AC,0,,
243c8df2-6b03-4165-b804-ac1e9ef49dcf,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,5,9,5,6,9,0,7,2,8,4,10,0,10,0,,,AC,0,NA,0,AC,0,,
ebaa8f66-f81d-403e-a6ab-e4bf7b23de9a,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,2,8,1,10,0,10,1,10,4,10,0,10,0,,,AC,0,AC,0,AC,0,,
26c7e470-7609-41c6-bc17-f487bf6f8382,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,3,7,1,9,0,10,1,8,5,10,0,10,0,,,AC,0,AC,0,AC,0,,
01dde86c-5ee2-4e00-abf6-6370cca2644b,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,8,0,10,0,10,0,10,4,10,0,10,0,,,AC,0,AC,0,AC,0,,
522a9df7-6cf0-44b4-b73d-ffaa266c781d,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,2,8,5,10,1,10,0,10,4,10,0,10,0,,,AC,0,NA,0,AC,0,,
a65ba8d8-95fb-4193-9e66-208334d47604,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,6,5,4,10,0,9,1,6,0,9,0,9,0,,,AC,0,AC,0,AC,0,,
ac7e7496-d9d0-4d47-8c67-c10f2603aef0,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,2,8,2,10,0,9,1,10,4,10,0,10,0,,,AC,0,AC,0,AC,0,,
