Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,CAM,Faltas_CAM,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
1223187a-3ed4-49e0-824a-9656ec96b529,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,10,0,9,0,10,0,9,0,10,2,10,0,,,AC,0,AC,0,AC,0,AC,0,,
e093499e-69ce-433b-b3f4-6603d5e78231,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,2,8,2,5,1,9,4,10,0,,,NA,0,AC,0,AC,0,AC,0,,
3306496c-b918-4daa-9a3d-6d6bd2406ea1,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,9,0,10,0,10,0,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
657ef5ce-1d6e-45b6-b399-3fd3cccac567,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,10,0,10,0,8,0,9,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
2de8c39d-69cc-44f6-aeac-2568487455e4,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,6,,,5,12,,,10,0,,,,,,,,,,,,
8124271c-5062-414e-9c3e-0d9ca4e9f9c2,F,Si,ENFERMERIA GENERAL,MATUTINO,5,0,,,,,,,,,,,,,,,,,,,,,,,,
b322b58b-1b67-4402-8248-d833a589e037,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,10,0,10,0,10,0,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
177e02c4-5090-46b8-8e7d-eadf12cc97b1,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,9,1,10,0,8,2,9,4,10,0,,,AC,0,AC,0,AC,0,AC,0,,
5ed7ccd1-0ef9-4dd9-8965-f59debf1ed52,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,10,0,10,2,8,0,10,0,10,0,,,AC,0,AC,0,AC,0,NA,0,,
7ce13a5b-0c89-4c3a-a4c6-c5f59e521ccb,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,,,,,8,0,,,,,,,,,,,,,,,,
0e7be1e6-c5ae-448b-b054-6eb09fff75c3,F,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,0,5,10,8,3,5,12,8,0,10,0,,,NA,0,AC,0,NA,0,AC,0,,
f5a49ea6-1c8b-4342-a91a-c895ccfba7a2,F,Si,ENFERMERIA GENERAL,MATUTINO,7,0,,,7,8,,,,,,,,,,,,,,,,,,,,
51d9fd3c-7e58-40e7-aad2-7e37efc74746,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,9,0,10,0,10,0,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
d202b86f-5e64-4adc-96bf-382827603c04,F,Si,ENFERMERIA GENERAL,MATUTINO,5,2,8,0,,,,,,,,,,,,,,,,,,,,,,
449dca94-606d-47e3-8aa6-f7692de7e733,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,10,0,10,0,10,0,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
dcf8c3b1-c7f5-4c5f-b2c1-dfaa4d3906cd,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,10,0,9,0,9,0,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
c7a5902a-61cb-4fe9-b611-3b324de1c406,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,9,0,10,0,7,1,10,0,10,0,,,AC,0,AC,0,AC,0,AC,0,,
183b1c88-8bc5-4965-8426-9dfe5133ef16,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,8,1,7,0,9,1,10,0,9,0,,,AC,0,AC,0,NA,0,AC,0,,
