Id Unico,Genero,Repetidor,Especialidad,Turno,PRO,Faltas_PRO,TEM,Faltas_TEM,APL,Faltas_APL,PRO0,Faltas_PRO0,APL0,Faltas_APL0,INT,Faltas_INT,TEM0,Faltas_TEM0,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TUT,Faltas_TUT
8d670fe8-02b5-4015-8707-03db89b0424d,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,10,0,10,4,10,0,10,0,10,0,9,2,AC,0,AC,0,,
aa3c55b1-603e-4c69-b303-4c233a3f6cce,M,No,ENFERMERIA GENERAL,MATUTINO,9,4,10,0,10,4,9,2,10,0,9,0,10,0,AC,0,AC,0,,
0006948e-8fcc-42b7-b84a-6f5af5a60d63,F,No,ENFERMERIA GENERAL,MATUTINO,8,4,9,0,8,4,6,1,9,0,10,0,5,2,AC,0,NA,0,,
d5381f47-191f-4140-b1c0-ca0ce33580e2,F,No,ENFERMERIA GENERAL,MATUTINO,8,4,10,0,9,4,6,1,9,0,6,2,8,0,AC,0,AC,0,,
538f1de4-4f04-47a8-b242-006d95a30412,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,10,0,9,4,7,2,9,0,5,3,7,0,AC,0,NA,0,,
eac4d218-6e15-4f11-9d42-1ae2d1538263,F,No,ENFERMERIA GENERAL,MATUTINO,9,6,10,0,10,4,8,1,9,0,7,0,7,5,AC,0,NA,0,,
a0b0d2c4-7375-4a59-be4c-e60e670d5e07,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,10,0,8,4,6,1,9,0,5,3,8,0,AC,0,NA,0,,
adbbb10b-692a-4a4a-ae19-d75f44720e4b,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,9,0,9,4,6,10,10,0,8,0,5,3,AC,0,NA,0,,
b96612e9-87aa-47a0-ad14-7716e02dbde9,M,No,ENFERMERIA GENERAL,MATUTINO,5,6,9,0,9,4,7,3,8,0,10,0,5,0,AC,0,NA,0,,
ffb93f4e-6ca1-4c65-8b32-2504dccf8407,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,8,4,5,3,9,0,8,0,8,2,AC,0,NA,0,,
86a95500-0e57-41c7-b676-8ce669dfecce,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,4,9,0,10,0,10,0,10,0,AC,0,AC,0,,
1d8b3765-0a69-4d26-8aea-52ebc7668c96,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,4,8,0,10,0,9,0,10,0,AC,0,AC,0,,
e21603f0-db4c-4e44-814a-68d2bf7f4205,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,10,0,10,4,9,0,10,0,10,0,10,0,AC,0,AC,0,,
d7c3e996-5bbe-4d32-8963-48aa1e695717,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,10,0,8,4,9,1,9,0,5,2,7,0,AC,0,AC,0,,
