Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,EJE,Faltas_EJE,APL,Faltas_APL,REA,Faltas_REA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
0290e5a0-f6f2-4950-95bf-8c0f748db327,F,Si,ENFERMERIA GENERAL,MATUTINO,,,7,3,,,,,,,,,,,,,,,,,,
fd3d2ce0-70ec-4d1d-88d3-577d6e0cc879,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,9,1,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
a48b7ab2-143f-4be8-95af-b7cfb0478bc9,M,Si,ENFERMERIA GENERAL,MATUTINO,,,7,2,,,,,,,,,,,,,,,,,,
43f89cc0-38e7-48ea-9c7b-3fb945cc3120,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,5,2,8,2,9,0,9,0,10,1,8,0,AC,0,AC,0,AC,0,,
c2fbc414-3f52-40bd-b81a-32ea8f36be81,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,5,1,7,3,5,0,9,0,8,1,9,0,AC,0,NA,0,AC,0,,
cbe75368-edad-44a4-a9f2-9b05ffc109b5,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,4,,,,,,,,,,,,,,,,,,
2c3693ee-0e6d-4d98-8d20-d56bbc369f73,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,8,2,10,0,8,0,6,3,8,0,9,0,AC,0,NA,0,AC,0,,
8f4ef595-6487-4e55-8b09-9187583d2f02,M,Si,ENFERMERIA GENERAL,MATUTINO,,,6,4,,,,,,,,,,,,,,,,,,
b36a3a7f-f9cb-42c8-8351-f77d59edcbce,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,9,0,9,0,5,0,9,1,9,0,9,0,AC,0,AC,0,AC,0,,
b4237323-9c87-4a3b-b1b6-8eed84aed354,F,No,ENFERMERIA GENERAL,MATUTINO,8,1,10,0,7,0,9,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,,
71e823c9-ee90-49ee-a5ca-10fe8d7b3877,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,2,,,,,,,,,,,,,,,,,,
ad43d535-ddb2-4450-a8a9-a269cfc9c161,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,7,0,7,0,9,0,10,0,10,0,10,0,AC,0,NA,0,AC,0,,
c7e55e11-7e6f-4f6f-9b66-ce66104b5444,F,Si,ENFERMERIA GENERAL,MATUTINO,,,7,2,,,,,,,,,,,,,,,,,,
9fbaf16d-f770-4081-ae5c-6ab43bf5f466,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,4,,,,,,,,,,,,,,,,,,
a8f3cff3-bd86-4262-b749-b9f1508db4a1,M,No,ENFERMERIA GENERAL,MATUTINO,NP,20,5,10,NP,18,NP,10,6,2,NP,0,5,0,AC,0,NA,0,NP,0,,
a5dc51c5-c105-4005-bfcd-abd30e3fdafc,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,8,1,10,0,9,1,9,0,9,0,AC,0,AC,0,AC,0,,
a468acb9-7048-4e12-892b-ed63d947ebfe,F,No,ENFERMERIA GENERAL,MATUTINO,5,3,8,1,8,1,5,0,9,1,8,0,10,0,AC,0,AC,0,NA,0,,
cf9903ad-7e40-46ab-9714-4b9e8fc6cce3,F,No,ENFERMERIA GENERAL,MATUTINO,5,1,6,3,8,1,8,2,6,4,8,0,9,0,AC,0,AC,0,AC,0,,
0fe66d35-a905-4b45-b595-3c3b22672d1a,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,5,,,,,,,,,,,,,,,,,,
264678cc-35de-456c-9f59-22aca288abe7,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,5,1,10,3,5,0,9,0,8,0,9,0,AC,0,NA,0,NA,0,,
2f088c45-a1e5-4194-84d9-a2d843406338,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,10,0,10,0,10,0,10,0,9,0,AC,0,AC,0,AC,0,,
bb863c03-f0d0-4e77-8775-97898a32ef95,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,1,8,2,5,0,9,0,8,0,9,0,AC,0,NA,0,AC,0,,
26e08a61-692f-45d6-8572-c02831913a02,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,7,2,8,0,9,1,7,2,10,0,AC,0,NA,0,AC,0,,
0d78d83a-f7bb-4a77-a5f0-fa2c507aab28,M,Si,ENFERMERIA GENERAL,MATUTINO,,,6,5,,,,,,,,,,,,,,,,,,
698a3917-04b0-47e5-8c44-35b6a62382cd,F,No,ENFERMERIA GENERAL,MATUTINO,5,3,7,1,5,2,5,0,9,1,8,1,9,0,AC,0,NA,0,AC,0,,
bddadcc2-375d-40a6-87c3-28793d528ee9,F,Si,ENFERMERIA GENERAL,MATUTINO,,,6,5,,,,,,,,,,,,,,,,,,
370b7615-4f8f-4209-8ae8-c7902cf6c39a,F,No,ENFERMERIA GENERAL,MATUTINO,6,4,9,2,9,0,7,0,9,1,8,2,9,0,AC,0,NA,0,AC,0,,
756ddfaf-835a-4f52-9c3d-aa6120ecbf66,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,0,8,2,5,0,6,2,6,2,8,0,AC,0,NA,0,AC,0,,
2c1fc9e8-5967-443f-92cb-b893ffda3c2d,F,Si,ENFERMERIA GENERAL,MATUTINO,,,5,5,,,,,,,,,,,,,,,,,,
95280563-bf63-4b40-aeae-6e8ab7b1c14d,F,Si,ENFERMERIA GENERAL,MATUTINO,5,5,6,4,,,,,,,,,,,,,,,,,,
63179a40-4fdc-4703-b59e-4e2c46f42037,F,No,ENFERMERIA GENERAL,MATUTINO,8,1,9,2,8,0,10,0,9,1,10,0,8,0,AC,0,AC,0,AC,0,,
