Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,EJE,Faltas_EJE,APL,Faltas_APL,REA,Faltas_REA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
00aa51c3-9902-487a-bc53-6dc60c9fa7ff,F,No,ENFERMERIA GENERAL,MATUTINO,9,4,7,1,8,0,8,2,8,0,9,4,9,0,AC,0,AC,0,AC,0,,
f52b3edd-ff8a-435f-b04b-ed05f7a68b8c,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,1,10,0,9,3,9,0,9,5,8,0,AC,0,AC,0,NA,0,,
65a700f0-971a-4a52-b467-e43c91cbd6cd,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,2,10,0,10,1,10,0,9,3,9,0,AC,0,AC,0,AC,0,,
d8eb04cb-b5f9-4783-ab93-77e6d421e2b8,F,No,ENFERMERIA GENERAL,MATUTINO,8,3,9,0,9,0,9,1,8,0,9,6,9,0,AC,0,AC,0,AC,0,,
aec5ebfc-607a-4f37-b726-ef16db7fbf62,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,6,1,6,0,9,3,8,0,8,3,8,0,AC,0,NA,0,AC,0,,
175abd47-98f6-4218-b47b-3caff7223d72,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,1,10,0,10,0,9,0,5,3,7,0,AC,0,NA,0,AC,0,,
ab8c3085-5091-4b9b-aaa5-6890abcb5ec9,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,2,8,0,9,0,8,0,5,0,8,0,AC,0,AC,0,AC,0,,
c0856804-66f8-4f94-9018-0d49a901f901,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,1,9,0,10,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
2a50c32c-0f72-46b3-9d8a-f08b09e1fb46,M,No,ENFERMERIA GENERAL,MATUTINO,8,2,7,3,5,3,8,1,8,0,5,3,9,0,AC,0,AC,0,AC,0,,
c3dcef3b-88d6-40cb-b794-83f62deadb11,F,No,ENFERMERIA GENERAL,MATUTINO,8,3,9,0,10,0,8,0,10,0,9,6,9,0,AC,0,AC,0,AC,0,,
d1e7844c-3285-4aec-b9e1-646805e48712,M,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
e3cfe7fe-ffd5-44f0-9a7a-368ce25474cd,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,2,8,0,9,3,8,0,8,6,10,0,AC,0,NA,0,AC,0,,
dc61243d-e9b0-4fcc-b73d-27327b138ef8,F,Si,ENFERMERIA GENERAL,MATUTINO,,,7,2,,,,,,,,,,,,,,,,,,
9f9a6398-5e4e-4b97-b243-df34c7451207,M,Si,ENFERMERIA GENERAL,MATUTINO,,,7,1,,,,,,,,,,,,,,,,,,
cc0c7890-dda6-48cf-b28d-e60556279a9c,M,Si,ENFERMERIA GENERAL,MATUTINO,,,7,1,,,,,,,,,,,,,,,,,,
c1dfe9f2-a69a-4683-9c5e-ebf804110dc3,F,Si,ENFERMERIA GENERAL,MATUTINO,,,7,2,,,,,,,,,,,,,,,,,,
