Id Unico,Genero,Repetidor,Especialidad,Turno,PRO,Faltas_PRO,TEM,Faltas_TEM,APL,Faltas_APL,PRO0,Faltas_PRO0,APL0,Faltas_APL0,INT,Faltas_INT,TEM0,Faltas_TEM0,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TUT,Faltas_TUT
d5f03178-1dc3-4b4d-a839-6203a38e043f,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
337fc067-bc58-44da-b0a4-a31bc9237469,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,3,9,0,10,1,10,0,10,0,10,0,AC,0,AC,0,,
7a108f9b-d409-4f39-8ff2-ce9a8e5f18a9,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
6900a5ac-f0b6-4606-afe2-cca60fc98e5e,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
1d29c499-af5c-42e2-a2e3-c81a61db82af,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,9,2,AC,0,AC,0,,
b57969b2-6ec8-4181-9a60-45b27c3f4ec1,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,8,10,0,10,1,10,0,10,0,9,2,AC,0,NA,0,,
2bfc4e01-0ecc-4df4-9e4d-569e5722cdb8,F,No,ENFERMERIA GENERAL,MATUTINO,7,1,10,2,9,0,8,0,10,0,5,0,6,2,AC,0,AC,0,,
64b8c5e7-3986-4ff4-bec4-536762055846,M,No,ENFERMERIA GENERAL,MATUTINO,7,5,5,17,8,2,8,0,10,0,10,0,10,5,AC,0,NA,0,,
a6db0ea3-b89d-4296-ade3-551272c6c750,F,No,ENFERMERIA GENERAL,MATUTINO,10,1,10,0,10,0,8,0,10,0,10,0,9,4,AC,0,AC,0,,
43d4b419-20cd-4513-8e65-3a313e3fbb63,M,No,ENFERMERIA GENERAL,MATUTINO,10,1,9,3,9,0,10,1,10,0,10,0,10,0,AC,0,NA,0,,
076930c3-ab64-4f78-9c24-5aad2572b81f,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,9,0,AC,0,AC,0,,
1b1127a2-2e42-4545-9fb2-cb68d84e43fc,M,No,ENFERMERIA GENERAL,MATUTINO,10,1,10,5,8,2,10,0,10,0,10,0,9,5,AC,0,AC,0,,
fae3bc23-c761-4079-b3a0-e1558c812dbc,M,No,ENFERMERIA GENERAL,MATUTINO,10,2,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
2f2b5a22-8296-4abd-87c4-9cb6afac0d63,F,No,ENFERMERIA GENERAL,MATUTINO,10,3,10,6,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
d2fd9d71-85f7-49e5-87ce-a035b83c417a,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,10,3,10,2,8,0,10,0,10,0,9,0,AC,0,NA,0,,
ef1d09c2-4f79-476d-a7ff-822dcdc7ed11,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,10,0,10,3,8,0,10,0,5,0,6,2,AC,0,AC,0,,
f8101d20-61ab-4c12-a07d-281ad22a5357,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,10,6,10,3,10,1,10,0,10,0,8,2,AC,0,AC,0,,
ac29be93-4049-44ac-a2e0-490dac8d0ae8,F,No,ENFERMERIA GENERAL,MATUTINO,8,2,10,5,7,3,8,0,10,0,10,0,9,0,AC,0,NA,0,,
d78a9932-e202-48f7-b6cb-b0fd71924f9b,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,8,2,AC,0,AC,0,,
fb581b2a-a329-458d-9f6a-f39fb87c8551,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,9,0,10,0,10,0,10,0,10,4,AC,0,NA,0,,
8e27486f-e8fa-4e36-aac7-9e67f22a0fd7,M,No,ENFERMERIA GENERAL,MATUTINO,8,2,10,0,5,0,10,1,10,0,10,0,10,0,AC,0,AC,0,,
61891325-66c2-4d6f-975c-403cf5c90760,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,6,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
7b5d3e11-56a0-4fb9-9146-114249a6252b,F,No,ENFERMERIA GENERAL,MATUTINO,7,2,10,6,9,4,10,0,10,0,9,0,7,5,AC,0,NA,0,,
7bf27c72-7dd4-4d3a-8c86-b1c7bbe3a987,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,3,9,3,8,0,10,0,10,0,8,0,AC,0,AC,0,,
