Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,REA,Faltas_REA,REA0,Faltas_REA0,REA1,Faltas_REA1,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
788adbe2-4331-4dcd-b5ec-7d542ce2ec4a,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,1,5,3,10,2,10,0,8,1,10,0,NA,0,AC,0,NA,0,NA,0,AC,0,AC,0,,
c56cc105-c7a7-4ce6-8f9b-052dd15ea23e,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,2,5,1,10,1,10,4,9,1,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
5525d693-4dfe-4e67-9056-dc697adfdcfd,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,6,0,10,1,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
add1a9ee-5af0-4b5d-8219-12d54c79400c,M,Si,ENFERMERIA GENERAL,MATUTINO,7,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,
bbed1570-6a7b-460c-b0be-0065683ff44e,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,3,5,4,7,6,6,0,8,0,10,0,NA,0,AC,0,NA,0,NA,0,AC,0,AC,0,,
33fcf9d5-f250-44e8-aae0-17b7c8783f3d,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,5,13,5,10,NP,15,5,39,NP,15,NP,0,NP,0,NA,0,NA,0,NA,0,NA,0,AC,0,,
337c159f-b010-4655-96c3-37115aa2c5d9,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,6,0,6,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
20d665e9-34be-4850-a859-0f0c527b8b33,F,Si,ENFERMERIA GENERAL,MATUTINO,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7ce13a5b-0c89-4c3a-a4c6-c5f59e521ccb,F,Si,ENFERMERIA GENERAL,MATUTINO,NP,20,5,5,5,0,,,6,12,,,,,,,,,,,,,,,,,,
796784f2-5f89-4e0d-ae4c-87f3d311a5d6,M,Si,ENFERMERIA GENERAL,MATUTINO,7,0,6,4,6,2,8,2,10,1,9,0,9,0,,,,,,,,,,,,,,
65881299-8105-488a-8e1b-c9f89cb6dbd1,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,8,0,10,0,10,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
05ee6943-75e8-4d0c-abd0-9b293ef3e4a9,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
bd9b76b6-f100-43e9-8609-e9eb7ef7d661,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,7,5,6,6,1,6,3,8,2,9,0,NP,0,NA,0,NA,0,NA,0,NA,0,AC,0,,
