Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,REA,Faltas_REA,REA0,Faltas_REA0,REA1,Faltas_REA1,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
1d71f1d9-76fe-4d8e-8e3e-ebb1c1aefd39,F,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,8,NP,18,NP,12,NP,0,NP,16,10,0,NA,0,NA,0,NA,0,NA,0,AC,0,NA,0,,
5a165134-696e-4bdb-836e-74c71961f056,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,2,10,0,9,1,10,0,NA,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
e9c130f7-9c95-49f3-b6fd-33a6e96390ea,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
403a8d8f-fa4f-479b-8b03-4a88ddb12901,M,Si,ENFERMERIA GENERAL,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5d1863dd-e729-4848-a88d-f197318de50c,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,6,4,5,3,10,3,8,0,8,0,AC,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
6786277f-15a8-4f56-b33a-c898aa668d7b,M,No,ENFERMERIA GENERAL,MATUTINO,8,2,5,5,5,8,5,8,5,15,8,3,9,0,NA,0,AC,0,NA,0,AC,0,AC,0,NA,0,,
f3996a48-d7cc-49e8-a68a-86b6ab4252d9,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,8,0,6,2,8,0,9,2,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c8e4476a-cca4-4a25-8d7e-6e1495f5f189,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,8,4,5,7,5,5,8,1,10,0,AC,0,AC,0,NA,0,AC,0,AC,0,NA,0,,
3cc2ea97-c4c3-450c-945c-59f8b172b18b,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,9,2,8,1,10,3,9,1,10,0,AC,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
c7e18218-67d2-4bb2-9c31-0d0aee8a4ed3,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,0,10,1,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
4d7fd95c-bb7b-46bc-99a3-4ceff2c557f2,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,10,2,9,1,10,0,8,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
5e845575-2e73-46c9-805c-d60fde199e99,M,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,8,NP,16,NP,12,NP,0,NP,15,10,0,NA,0,NA,0,NA,0,NA,0,AC,0,NA,0,,
3339cb2d-30c7-4a6e-bb82-1055ffe14b2b,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,7,0,8,4,5,1,9,3,8,2,9,0,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
17f07351-9bb8-4f43-ad8d-cebbfb83a215,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,9,0,7,0,8,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ba10f299-bc84-434d-a192-8c2bc3ca79d4,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,6,0,8,2,6,4,9,2,9,0,9,0,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
243c8df2-6b03-4165-b804-ac1e9ef49dcf,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,6,0,9,0,5,1,8,6,8,1,9,0,AC,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
702ea6a4-9e87-423b-a716-8ef5f9673141,M,Si,ENFERMERIA GENERAL,MATUTINO,6,8,,,10,6,,,,,,,,,,,,,,,,,,,,,,
ebaa8f66-f81d-403e-a6ab-e4bf7b23de9a,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,6,0,5,4,5,2,8,3,9,1,10,0,NA,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
26c7e470-7609-41c6-bc17-f487bf6f8382,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,9,0,8,2,9,0,10,0,10,0,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
01dde86c-5ee2-4e00-abf6-6370cca2644b,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
522a9df7-6cf0-44b4-b73d-ffaa266c781d,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,0,10,0,8,2,10,3,10,0,10,0,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
a65ba8d8-95fb-4193-9e66-208334d47604,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,0,9,2,5,2,10,0,9,0,9,0,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
ac7e7496-d9d0-4d47-8c67-c10f2603aef0,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,7,0,9,4,5,1,9,3,9,1,10,0,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
