Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,APL,Faltas_APL,APL0,Faltas_APL0,APL1,Faltas_APL1,APL2,Faltas_APL2,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
ef6af381-b640-43c6-8086-5711f6a9f6ef,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,0,6,0,9,0,9,0,8,1,9,0,10,0,AC,0,AC,0,AC,0,,
a288857f-179f-4eaa-9829-7b12e0f5c51d,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,10,0,7,0,9,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
8adbac08-ed9d-427d-8e9f-866936afc7b4,F,Si,ENFERMERIA GENERAL,MATUTINO,7,0,,,,,,,,,,,,,,,,,,,,,,
604fbd28-b496-4204-91e5-e3bd25980484,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,6,0,8,0,9,2,7,2,10,0,10,0,AC,0,AC,0,AC,0,,
83e53df4-a172-4f52-b7d1-f083d09b78ea,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,3,6,2,9,0,8,3,7,9,10,0,10,0,AC,0,NA,0,AC,0,,
2e1b132d-1ff4-4225-833b-1c9e9bbefcc6,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,2,10,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
edbba88e-70bb-4a36-9f97-3d5936d803eb,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,6,2,8,0,8,6,5,5,10,0,10,0,AC,0,AC,0,AC,0,,
4f20a930-cdee-4568-92c4-7d898f62409c,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,7,0,10,0,9,4,8,6,10,0,10,0,AC,0,AC,0,AC,0,,
b8edfbd9-7b8f-4cf2-b681-ad50f969f43a,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,7,1,10,0,9,0,8,2,10,0,10,0,AC,0,AC,0,NA,0,,
b992e70a-0bc0-4a74-9557-b2bafbde69a6,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,8,0,6,1,10,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
6acb53fc-bf6c-4663-815e-9eb8a971a278,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,6,2,9,0,10,0,8,2,10,0,10,0,AC,0,AC,0,AC,0,,
b3ff2500-6598-48a7-9e18-fb32645c3783,F,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,5,8,1,7,0,9,2,5,10,10,0,10,0,AC,0,NA,0,AC,0,,
4679948c-fe09-4374-a243-c1da02adce81,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,10,0,10,1,10,0,10,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
27db58f2-0012-428a-a810-72688c3de0ef,M,No,ENFERMERIA GENERAL,MATUTINO,8,0,8,2,10,1,10,0,9,5,9,2,10,0,10,0,AC,0,AC,0,NA,0,,
542a19f1-80c0-4145-ad6c-094d3f71dceb,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,7,3,7,1,7,0,8,0,7,4,10,0,10,0,AC,0,AC,0,AC,0,,
67fc9780-2e89-4bf3-828b-d1189f09ac25,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,9,0,7,1,9,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
9a14d27c-40e4-4d32-9083-a771a5059e1c,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,10,0,7,0,10,0,10,0,8,2,10,0,10,0,AC,0,AC,0,AC,0,,
