Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,APL,Faltas_APL,APL0,Faltas_APL0,APL1,Faltas_APL1,APL2,Faltas_APL2,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
a7d06a5f-9ace-4abf-81f3-fe29e832cea4,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,7,0,7,0,10,0,9,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,,
79aec2dd-6207-4121-816f-3fa8ef0c52b8,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
f3062f00-e5ba-4b87-bf42-f771e04b7f89,F,No,ENFERMERIA GENERAL,MATUTINO,8,1,8,0,10,0,10,4,8,2,10,0,9,0,9,0,AC,0,NA,0,AC,0,,
d7d92473-891d-4c3b-be16-2448ac90bfd6,F,No,ENFERMERIA GENERAL,MATUTINO,8,3,8,3,8,0,10,0,10,1,9,2,10,0,10,0,AC,0,AC,0,AC,0,,
74ab8e2b-deee-4811-9cb9-dcecf34bd836,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,7,8,9,0,10,0,9,0,9,2,10,0,10,0,AC,0,AC,0,AC,0,,
7c72c6b0-a70d-42bd-9cdc-c454f09ace52,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,1,10,0,10,2,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
3b67423e-8486-4d11-bf71-a886993e2930,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,8,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
4c73bc01-bd08-4f3b-8aef-eff326d5ae30,M,No,ENFERMERIA GENERAL,MATUTINO,5,12,5,4,5,1,10,10,8,4,5,20,10,0,10,0,NA,0,NA,0,AC,0,,
0e83aa0f-46ae-46e8-8e56-cd6a2c1e8c78,F,No,ENFERMERIA GENERAL,MATUTINO,5,12,5,11,5,1,10,6,8,3,8,0,10,0,10,0,AC,0,NA,0,AC,0,,
8d670fe8-02b5-4015-8707-03db89b0424d,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,9,0,10,0,10,4,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
aa3c55b1-603e-4c69-b303-4c233a3f6cce,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
0006948e-8fcc-42b7-b84a-6f5af5a60d63,F,No,ENFERMERIA GENERAL,MATUTINO,5,5,8,4,9,0,10,2,8,2,9,0,9,0,9,0,AC,0,AC,0,AC,0,,
d5381f47-191f-4140-b1c0-ca0ce33580e2,F,No,ENFERMERIA GENERAL,MATUTINO,7,4,8,7,9,0,10,2,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
538f1de4-4f04-47a8-b242-006d95a30412,F,No,ENFERMERIA GENERAL,MATUTINO,6,3,7,5,5,2,10,0,9,0,8,0,9,0,9,0,AC,0,AC,0,AC,0,,
eac4d218-6e15-4f11-9d42-1ae2d1538263,F,No,ENFERMERIA GENERAL,MATUTINO,9,1,9,2,9,0,10,2,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
a0b0d2c4-7375-4a59-be4c-e60e670d5e07,M,No,ENFERMERIA GENERAL,MATUTINO,8,2,5,3,8,0,10,0,9,0,9,2,10,0,10,0,NA,0,AC,0,AC,0,,
adbbb10b-692a-4a4a-ae19-d75f44720e4b,M,No,ENFERMERIA GENERAL,MATUTINO,8,3,9,4,7,0,10,4,9,0,9,1,10,0,10,0,AC,0,AC,0,AC,0,,
b96612e9-87aa-47a0-ad14-7716e02dbde9,M,No,ENFERMERIA GENERAL,MATUTINO,5,3,8,11,8,0,10,8,8,0,7,2,9,0,9,0,AC,0,NA,0,AC,0,,
ffb93f4e-6ca1-4c65-8b32-2504dccf8407,M,No,ENFERMERIA GENERAL,MATUTINO,8,4,7,8,5,0,10,0,9,0,8,0,10,0,10,0,NA,0,AC,0,AC,0,,
86a95500-0e57-41c7-b676-8ce669dfecce,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,10,0,10,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
1d8b3765-0a69-4d26-8aea-52ebc7668c96,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,0,8,0,10,0,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
e21603f0-db4c-4e44-814a-68d2bf7f4205,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,0,10,0,10,0,10,1,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
d7c3e996-5bbe-4d32-8963-48aa1e695717,F,No,ENFERMERIA GENERAL,MATUTINO,6,5,7,8,5,5,10,4,8,1,9,2,8,0,8,0,AC,0,AC,0,AC,0,,
