Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,APL0,Faltas_APL0,EJE,Faltas_EJE,CAM,Faltas_CAM,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
cb6f2929-f143-49d8-9e67-7d2932a2bd22,F,No,ENFERMERIA GENERAL,MATUTINO,5,4,6,0,8,2,7,6,7,1,7,4,10,0,,,AC,0,AC,0,AC,0,NA,0,,
26db7a95-bfea-4ec4-b5d4-c56a1ead900f,F,Si,ENFERMERIA GENERAL,MATUTINO,5,6,,,,,,,,,,,,,,,,,,,,,,,,
2830ec00-f8c0-4343-ac11-49a604eaf02a,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,10,1,10,2,9,0,8,1,10,0,,,AC,0,AC,0,AC,0,AC,0,,
0758c6c7-f28b-4b51-9e6c-6e09f9fe2787,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,4,5,4,5,12,8,2,5,6,10,0,,,NA,0,NA,0,NA,0,NA,0,,
6ebfffd9-875d-47a7-8a19-ffa93de8f837,M,No,ENFERMERIA GENERAL,MATUTINO,7,2,10,0,10,0,10,0,10,0,10,3,10,0,,,AC,0,AC,0,AC,0,AC,0,,
c028fa75-309d-43ad-bc7f-a19522f82f00,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,7,0,8,0,8,4,9,0,7,2,10,0,,,AC,0,AC,0,AC,0,AC,0,,
9cb9e405-e9ee-4eb9-be17-4e7b8362d6d2,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,8,0,9,1,7,2,9,0,5,2,10,0,,,AC,0,NA,0,NA,0,AC,0,,
9d5ce2b7-c04c-4443-b69c-d8c13263f1a5,F,No,ENFERMERIA GENERAL,MATUTINO,NP,19,NP,9,NP,20,NP,18,5,24,NP,32,NP,50,,,NP,0,NA,0,NA,0,NP,0,,
88b60662-5ee8-44b5-853a-849bfbbe9941,F,No,ENFERMERIA GENERAL,MATUTINO,5,8,6,0,6,3,6,4,8,1,8,3,10,0,,,NA,0,AC,0,AC,0,AC,0,,
96f667f5-a062-4a64-9866-b0ff0eec9803,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,9,0,10,0,10,0,10,1,9,0,10,0,,,AC,0,NA,0,AC,0,AC,0,,
85020432-b5fa-4d75-adda-008a0c374f98,F,No,ENFERMERIA GENERAL,MATUTINO,5,0,5,0,8,0,9,6,9,0,7,0,10,0,,,AC,0,NA,0,NA,0,NA,0,,
a45f0ce2-b986-4032-8e83-aec8d7c01628,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,0,10,0,10,2,10,0,10,2,10,0,,,AC,0,AC,0,AC,0,AC,0,,
5a459360-1a12-420d-a148-18b5593ba9eb,F,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,0,5,4,7,6,9,1,7,6,10,0,,,NA,0,AC,0,NA,0,AC,0,,
c96fd136-4c05-4395-b9d2-392bf09ea131,M,Si,ENFERMERIA GENERAL,MATUTINO,NP,19,,,,,,,,,,,,,,,,,,,,,,,,
