Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,PRO,Faltas_PRO,ANA,Faltas_ANA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
a9ef1bc9-c566-4203-ac10-56e4fb11f11a,M,No,ENFERMERIA GENERAL,MATUTINO,5,2,5,0,5,0,5,2,5,2,7,0,NA,0,NA,0,AC,0,NA,0,NA,0,AC,0,,
e08cfc7a-021f-4e6b-b805-4984405052ed,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,8,0,9,0,9,0,6,1,9,0,AC,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
4c824468-7b69-4bcd-bd89-fa0982f45b5f,M,Si,ENFERMERIA GENERAL,MATUTINO,NP,20,,,,,,,,,,,,,,,,,,,,,,,,
05067079-5194-4e9f-86f2-3176f80ba997,F,No,ENFERMERIA GENERAL,MATUTINO,5,12,5,3,5,4,6,2,5,4,7,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,
fb47c552-de3d-49c4-ae2b-bc3b2d207d32,F,Si,ENFERMERIA GENERAL,MATUTINO,5,14,,,,,,,,,,,,,,,,,,,,,,,,
c7a1d70b-1eec-4331-9e71-a7859f880b52,F,No,ENFERMERIA GENERAL,MATUTINO,5,2,7,2,5,2,5,3,5,2,7,0,NA,0,NA,0,AC,0,NA,0,NA,0,AC,0,,
0281856c-9a4d-4edc-bdb8-738ea88f35a2,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,9,0,8,0,6,0,6,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
4e7549af-fec7-4b45-aa89-6f89551cb5ea,M,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,1,9,1,6,0,7,0,7,0,AC,0,AC,0,AC,0,NA,0,NA,0,NA,0,,
5e05593f-6079-4502-9a6d-f2c7ad92cd1e,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,1,8,0,9,0,7,0,7,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d8fee03d-20a5-412a-b7ca-2e1e94de2a8b,F,No,ENFERMERIA GENERAL,MATUTINO,10,2,9,2,8,1,10,0,7,3,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3c46d425-c7c5-4ef8-b1c0-e8c2cf48b7d5,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,2,10,0,5,2,5,2,7,0,NA,0,NA,0,NA,0,AC,0,AC,0,AC,0,,
39364009-ff20-4690-bb4f-1debd5636b94,M,No,ENFERMERIA GENERAL,MATUTINO,10,0,8,2,10,0,6,2,7,1,7,0,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
dc766ff8-83d8-4b6e-bc15-57d40cd8dcbd,F,No,ENFERMERIA GENERAL,MATUTINO,10,0,9,1,10,0,5,2,5,0,7,0,NA,0,NA,0,NA,0,AC,0,AC,0,NA,0,,
70d25383-d0e3-4265-962b-70150e193d4c,M,No,ENFERMERIA GENERAL,MATUTINO,5,8,5,1,5,3,5,2,5,6,7,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,,
4f5c4083-3607-43ba-83e3-0210b2a3ad3b,M,No,ENFERMERIA GENERAL,MATUTINO,6,0,7,1,6,1,6,1,5,3,7,0,NA,0,NA,0,AC,0,NA,0,NA,0,NA,0,,
83284586-b211-49e2-81d0-36a5f6b9e7d6,F,No,ENFERMERIA GENERAL,MATUTINO,NP,20,5,5,NP,12,NP,15,NP,15,7,0,NP,0,NP,0,AC,0,NA,0,NA,0,NP,0,,
02dab078-641a-46e3-b0ea-73a1296234d5,F,No,ENFERMERIA GENERAL,MATUTINO,9,2,7,3,9,0,6,0,6,1,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fab46ce1-958c-46c6-b920-a9e5f5a75d39,F,Si,ENFERMERIA GENERAL,MATUTINO,,,,,8,1,,,,,,,,,,,,,,,,,,,,
a71e100c-d699-4b4e-af8f-4fc3892e7d13,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,10,0,7,0,6,2,5,3,7,0,AC,0,AC,0,NA,0,NA,0,AC,0,AC,0,,
20d56242-74cb-4011-b45b-2061499614aa,F,No,ENFERMERIA GENERAL,MATUTINO,9,0,9,1,9,1,9,1,7,0,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
9e1edf1b-190e-4386-a566-07dfb27991a1,F,No,ENFERMERIA GENERAL,MATUTINO,5,10,5,3,5,1,7,1,5,4,7,0,NA,0,NA,0,AC,0,NA,0,NA,0,NA,0,,
cde91e8d-27a7-4e03-94ae-4526673c6c18,M,No,ENFERMERIA GENERAL,MATUTINO,10,2,9,1,9,1,9,0,7,1,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,NA,0,,
f4da8154-30f4-4433-bb42-bb5d7c3c84a4,M,No,ENFERMERIA GENERAL,MATUTINO,9,4,7,3,10,1,9,0,7,3,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
be609856-557a-4919-b826-1f4d16f369fb,F,No,ENFERMERIA GENERAL,MATUTINO,7,0,8,2,9,0,6,1,5,5,7,0,AC,0,AC,0,AC,0,NA,0,NA,0,AC,0,,
4cb1d9b7-6c6a-4359-9313-484933fd74ed,F,No,ENFERMERIA GENERAL,MATUTINO,8,0,9,0,6,0,9,0,6,3,9,0,NA,0,NA,0,AC,0,NA,0,AC,0,AC,0,,
10f7c921-2e19-4559-ac51-294da2a88684,M,Si,ENFERMERIA GENERAL,MATUTINO,8,0,,,,,,,,,,,,,,,,,,,,,,,,
2c200af4-17e2-41d4-a4eb-1c19a7adb55f,F,No,ENFERMERIA GENERAL,MATUTINO,5,12,5,4,NP,12,5,6,NP,15,7,0,NP,0,NP,0,NP,0,NA,0,NA,0,AC,0,,
482832b0-cb84-4072-8998-54eee21eab6a,M,No,ENFERMERIA GENERAL,MATUTINO,NP,20,5,5,NP,12,NP,15,NP,15,7,0,NP,0,NP,0,NP,0,NA,0,NP,0,NP,0,,
f8fd228d-3236-4f76-8983-2866bdf47537,M,No,ENFERMERIA GENERAL,MATUTINO,9,0,8,0,8,0,10,0,6,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
